booking_date,arrival_date,lead_time,adr,stays_in_weekend_nights,stays_in_week_nights,is_canceled,lead_bin,season,agent_group,guests_bin,weekend_bin,market_segment,customer_type
2015-10-16,2016-04-18,185,85.0,1,1,0,181d+,spring,298,2,up to half,Groups,Transient-Party
2015-10-16,2016-04-18,185,54.5,1,1,0,181d+,spring,298,0-1,up to half,Groups,Transient-Party
2015-10-16,2016-04-18,185,85.0,1,1,1,181d+,spring,298,2,up to half,Groups,Transient-Party
2015-10-16,2016-04-18,185,85.0,1,1,0,181d+,spring,298,2,up to half,Groups,Transient-Party
2015-10-16,2016-04-18,185,85.0,1,1,0,181d+,spring,298,2,up to half,Groups,Transient-Party
2015-10-16,2016-04-18,185,86.0,1,1,1,181d+,spring,298,2,up to half,Groups,Transient-Party
2015-10-16,2016-04-18,185,86.0,1,1,1,181d+,spring,298,2,up to half,Groups,Transient-Party
2015-10-16,2016-04-18,185,86.0,1,1,1,181d+,spring,298,2,up to half,Groups,Transient-Party
2015-10-16,2016-04-18,185,85.0,1,1,0,181d+,spring,298,2,up to half,Groups,Transient-Party
2015-10-16,2016-04-18,185,85.0,1,1,0,181d+,spring,298,2,up to half,Groups,Transient-Party
2015-10-16,2016-04-18,185,87.0,1,1,0,181d+,spring,298,2,up to half,Groups,Transient-Party
2015-10-16,2016-04-18,185,85.0,1,1,0,181d+,spring,298,2,up to half,Groups,Transient-Party
2015-10-16,2016-04-18,185,85.0,1,1,0,181d+,spring,298,2,up to half,Groups,Transient-Party
2015-10-16,2016-04-18,185,0.0,1,1,0,181d+,spring,298,2,up to half,Groups,Transient-Party
2015-10-16,2016-04-18,185,85.0,1,1,0,181d+,spring,298,2,up to half,Groups,Transient-Party
2015-10-16,2016-04-18,185,85.0,1,1,0,181d+,spring,298,2,up to half,Groups,Transient-Party
2015-10-16,2016-04-18,185,87.0,1,1,0,181d+,spring,298,2,up to half,Groups,Transient-Party
2015-10-16,2016-04-18,185,86.0,1,1,1,181d+,spring,298,2,up to half,Groups,Transient-Party
2015-10-16,2016-04-18,185,86.0,1,1,1,181d+,spring,298,2,up to half,Groups,Transient-Party
2015-10-16,2016-04-18,185,54.5,1,1,0,181d+,spring,298,0-1,up to half,Groups,Transient-Party
2015-10-16,2016-04-18,185,54.5,1,1,0,181d+,spring,298,0-1,up to half,Groups,Transient-Party
2015-10-16,2016-04-18,185,54.5,1,1,0,181d+,spring,298,0-1,up to half,Groups,Transient-Party
2015-10-16,2016-04-18,185,86.0,1,1,1,181d+,spring,298,2,up to half,Groups,Transient-Party
2015-10-16,2016-04-18,185,86.0,1,1,1,181d+,spring,298,2,up to half,Groups,Transient-Party
2015-10-16,2016-04-18,185,85.0,1,1,0,181d+,spring,298,2,up to half,Groups,Transient-Party
2015-10-16,2016-04-18,185,54.5,1,1,0,181d+,spring,298,0-1,up to half,Groups,Transient-Party
2015-10-16,2016-04-18,185,85.0,1,1,0,181d+,spring,298,2,up to half,Groups,Transient-Party
2015-10-16,2016-04-18,185,54.5,1,1,0,181d+,spring,298,0-1,up to half,Groups,Transient-Party
2015-10-16,2016-04-18,185,85.0,1,1,0,181d+,spring,298,2,up to half,Groups,Transient-Party
2015-10-16,2016-04-18,185,85.0,1,1,0,181d+,spring,298,2,up to half,Groups,Transient-Party
2015-10-16,2016-04-18,185,87.0,1,1,0,181d+,spring,298,2,up to half,Groups,Transient-Party
2015-10-16,2016-04-18,185,86.0,1,1,1,181d+,spring,298,2,up to half,Groups,Transient-Party
2015-10-16,2016-04-18,185,86.0,1,1,1,181d+,spring,298,2,up to half,Groups,Transient-Party
2015-10-16,2016-04-18,185,54.5,1,1,0,181d+,spring,298,0-1,up to half,Groups,Transient-Party
2015-10-16,2016-04-18,185,54.5,1,1,0,181d+,spring,298,0-1,up to half,Groups,Transient-Party
2015-10-16,2016-04-18,185,85.0,1,1,0,181d+,spring,298,2,up to half,Groups,Transient-Party
2015-10-16,2016-04-18,185,86.0,1,1,1,181d+,spring,298,2,up to half,Groups,Transient-Party
2015-10-16,2016-04-18,185,86.0,1,1,1,181d+,spring,298,2,up to half,Groups,Transient-Party
2016-03-15,2016-04-18,34,85.0,1,2,1,31-90d,spring,242,2,up to half,Online TA,Transient
2016-02-29,2016-04-18,49,79.0,1,3,1,31-90d,spring,240,2,up to half,Online TA,Transient
2015-12-30,2016-04-18,110,44.1,1,3,1,91-180d,spring,240,0-1,up to half,Online TA,Transient
2015-12-12,2016-04-18,128,52.2,1,4,1,91-180d,spring,240,2,up to half,Online TA,Transient
2015-12-26,2016-04-18,114,52.2,1,5,1,91-180d,spring,240,2,up to half,Online TA,Transient
2016-01-12,2016-04-18,97,44.1,2,5,1,91-180d,spring,240,0-1,up to half,Online TA,Transient
2016-03-12,2016-04-18,37,63.0,2,5,1,31-90d,spring,6,2,up to half,Offline TA/TO,Transient
2015-10-29,2016-04-18,172,48.8,3,5,0,91-180d,spring,115,0-1,up to half,Offline TA/TO,Transient-Party
2015-10-29,2016-04-18,172,46.8,3,5,0,91-180d,spring,115,0-1,up to half,Offline TA/TO,Transient-Party
2015-10-29,2016-04-18,172,41.4,3,5,0,91-180d,spring,115,2,up to half,Offline TA/TO,Transient
2015-10-29,2016-04-18,172,48.8,3,5,0,91-180d,spring,115,0-1,up to half,Offline TA/TO,Transient-Party
2015-10-29,2016-04-18,172,48.8,3,5,0,91-180d,spring,115,0-1,up to half,Offline TA/TO,Transient-Party
2015-10-29,2016-04-18,172,68.42,3,5,0,91-180d,spring,other,2,up to half,Offline TA/TO,Transient-Party
2015-09-16,2016-04-18,215,62.05,3,7,0,181d+,spring,250,2,up to half,Direct,Transient-Party
2016-03-27,2016-04-18,22,125.0,3,7,1,8-30d,spring,240,4+,up to half,Online TA,Transient
2015-09-16,2016-04-18,215,62.05,3,7,0,181d+,spring,250,2,up to half,Direct,Transient-Party
2016-03-18,2016-04-19,32,59.0,0,1,1,31-90d,spring,none,2,none,Corporate,Transient-Party
2016-03-18,2016-04-19,32,50.0,0,1,1,31-90d,spring,none,0-1,none,Corporate,Transient-Party
2015-11-09,2016-04-19,162,78.56,0,3,0,91-180d,spring,314,2,none,Offline TA/TO,Transient
2016-01-18,2016-04-19,92,52.2,0,4,1,91-180d,spring,6,2,none,Offline TA/TO,Transient
2016-03-10,2016-04-19,40,85.0,0,5,1,31-90d,spring,240,2,none,Online TA,Transient
2016-03-18,2016-04-19,32,69.36,2,5,1,31-90d,spring,other,2,up to half,Groups,Transient-Party
2016-03-18,2016-04-19,32,69.36,2,5,1,31-90d,spring,other,2,up to half,Groups,Transient-Party
2015-12-08,2016-04-19,133,52.2,2,5,1,91-180d,spring,240,2,up to half,Online TA,Transient
2016-01-19,2016-04-19,91,53.1,0,4,1,91-180d,spring,196,2,none,Offline TA/TO,Transient
2016-03-18,2016-04-19,32,69.36,2,5,1,31-90d,spring,other,2,up to half,Groups,Transient-Party
2016-03-18,2016-04-19,32,69.36,2,5,1,31-90d,spring,other,2,up to half,Groups,Transient-Party
2016-03-18,2016-04-19,32,69.36,2,5,1,31-90d,spring,other,2,up to half,Groups,Transient-Party
2016-03-18,2016-04-19,32,69.36,2,5,1,31-90d,spring,other,2,up to half,Groups,Transient-Party
2016-03-18,2016-04-19,32,69.36,2,5,1,31-90d,spring,other,2,up to half,Groups,Transient-Party
2016-03-18,2016-04-19,32,69.36,2,5,1,31-90d,spring,other,2,up to half,Groups,Transient-Party
2016-03-18,2016-04-19,32,69.36,2,5,1,31-90d,spring,other,2,up to half,Groups,Transient-Party
2016-03-18,2016-04-19,32,69.36,2,5,1,31-90d,spring,other,2,up to half,Groups,Transient-Party
2016-02-23,2016-04-19,56,118.0,2,7,1,31-90d,spring,240,4+,up to half,Online TA,Transient
2016-01-20,2016-04-19,90,90.14,4,10,1,31-90d,spring,240,2,up to half,Online TA,Transient
2016-03-01,2016-04-20,50,121.0,2,5,1,31-90d,spring,240,4+,up to half,Online TA,Transient
2016-03-24,2016-04-21,28,42.0,0,1,1,8-30d,spring,none,0-1,none,Corporate,Transient
2016-02-15,2016-04-21,66,88.0,0,2,1,31-90d,spring,240,2,none,Online TA,Transient
2016-02-15,2016-04-21,66,94.0,0,2,1,31-90d,spring,240,2,none,Online TA,Transient
2016-03-21,2016-04-21,31,42.0,0,2,1,31-90d,spring,none,0-1,none,Corporate,Transient
2015-09-28,2016-04-21,206,52.98,0,3,0,181d+,spring,240,2,none,Online TA,Transient-Party
2015-09-28,2016-04-21,206,46.98,0,3,0,181d+,spring,240,2,none,Online TA,Transient-Party
2016-01-12,2016-04-21,100,44.1,1,3,1,91-180d,spring,240,0-1,up to half,Online TA,Transient
2015-12-27,2016-04-21,116,68.0,2,3,1,91-180d,spring,240,2,up to half,Online TA,Transient
2015-11-05,2016-04-21,168,58.95,2,5,0,91-180d,spring,40,2,up to half,Offline TA/TO,Transient
2016-01-19,2016-04-21,93,88.0,2,5,1,91-180d,spring,240,2,up to half,Online TA,Transient
2016-02-25,2016-04-22,57,95.0,0,2,1,31-90d,spring,240,2,none,Online TA,Transient
2015-10-14,2016-04-22,191,85.33,1,2,0,181d+,spring,none,2,up to half,Offline TA/TO,Transient-Party
2015-10-14,2016-04-22,191,85.33,1,2,0,181d+,spring,none,2,up to half,Offline TA/TO,Transient-Party
2015-10-14,2016-04-22,191,85.33,1,2,0,181d+,spring,none,2,up to half,Offline TA/TO,Transient-Party
2015-10-14,2016-04-22,191,85.33,1,2,0,181d+,spring,none,2,up to half,Offline TA/TO,Transient-Party
2015-10-14,2016-04-22,191,85.33,1,2,0,181d+,spring,none,2,up to half,Offline TA/TO,Transient-Party
2015-10-14,2016-04-22,191,85.33,1,2,0,181d+,spring,none,2,up to half,Offline TA/TO,Transient-Party
2015-10-14,2016-04-22,191,85.33,1,2,0,181d+,spring,none,2,up to half,Offline TA/TO,Transient-Party
2015-10-14,2016-04-22,191,85.33,1,2,0,181d+,spring,none,2,up to half,Offline TA/TO,Transient-Party
2015-10-14,2016-04-22,191,85.33,1,2,0,181d+,spring,none,2,up to half,Offline TA/TO,Transient-Party
2015-10-14,2016-04-22,191,85.33,1,2,0,181d+,spring,none,2,up to half,Offline TA/TO,Transient-Party
2015-10-14,2016-04-22,191,85.33,1,2,0,181d+,spring,none,2,up to half,Offline TA/TO,Transient-Party
2015-10-14,2016-04-22,191,85.33,1,2,0,181d+,spring,none,2,up to half,Offline TA/TO,Transient-Party
2015-10-14,2016-04-22,191,85.33,1,2,0,181d+,spring,none,2,up to half,Offline TA/TO,Transient-Party
2015-10-14,2016-04-22,191,85.33,1,2,0,181d+,spring,none,2,up to half,Offline TA/TO,Transient
2015-10-14,2016-04-22,191,85.33,1,2,0,181d+,spring,none,2,up to half,Offline TA/TO,Transient-Party
2015-10-14,2016-04-22,191,85.33,1,2,0,181d+,spring,none,2,up to half,Offline TA/TO,Transient-Party
2015-10-14,2016-04-22,191,85.33,1,2,0,181d+,spring,none,2,up to half,Offline TA/TO,Transient-Party
2015-10-14,2016-04-22,191,85.33,1,2,0,181d+,spring,none,2,up to half,Offline TA/TO,Transient-Party
2015-10-14,2016-04-22,191,92.0,1,2,1,181d+,spring,none,2,up to half,Offline TA/TO,Transient-Party
2016-01-21,2016-04-22,92,68.0,1,2,1,91-180d,spring,240,2,up to half,Online TA,Transient
2015-10-14,2016-04-22,191,85.33,1,2,0,181d+,spring,none,3,up to half,Offline TA/TO,Transient-Party
2015-10-14,2016-04-22,191,85.33,1,2,0,181d+,spring,none,2,up to half,Offline TA/TO,Transient-Party
2015-10-14,2016-04-22,191,85.33,1,2,0,181d+,spring,none,2,up to half,Offline TA/TO,Transient-Party
2015-10-24,2016-04-22,181,44.1,1,2,1,181d+,spring,240,0-1,up to half,Online TA,Transient
2015-10-14,2016-04-22,191,0.0,1,2,0,181d+,spring,none,0-1,up to half,Offline TA/TO,Transient-Party
2015-10-14,2016-04-22,191,85.33,1,2,0,181d+,spring,none,2,up to half,Offline TA/TO,Transient-Party
2015-10-14,2016-04-22,191,85.33,1,2,0,181d+,spring,none,2,up to half,Offline TA/TO,Transient
2015-10-14,2016-04-22,191,85.33,1,2,0,181d+,spring,none,2,up to half,Offline TA/TO,Transient-Party
2015-10-14,2016-04-22,191,85.33,1,2,0,181d+,spring,none,2,up to half,Offline TA/TO,Transient-Party
2015-10-14,2016-04-22,191,85.33,1,2,0,181d+,spring,none,2,up to half,Offline TA/TO,Transient-Party
2015-10-14,2016-04-22,191,92.0,1,2,1,181d+,spring,none,2,up to half,Offline TA/TO,Transient-Party
2016-03-11,2016-04-22,42,71.0,2,5,1,31-90d,spring,240,2,up to half,Online TA,Transient
2016-03-12,2016-04-22,41,122.0,2,5,0,31-90d,spring,none,2,up to half,Online TA,Transient
2016-03-29,2016-04-23,25,87.0,0,1,1,8-30d,spring,250,0-1,none,Direct,Transient
2016-03-19,2016-04-23,35,75.0,0,1,1,31-90d,spring,240,2,none,Online TA,Transient
2015-10-09,2016-04-23,197,49.3,1,1,0,181d+,spring,none,2,up to half,Direct,Transient
2016-01-08,2016-04-23,106,52.2,1,1,1,91-180d,spring,240,2,up to half,Online TA,Transient
2016-02-22,2016-04-23,61,73.0,1,1,1,31-90d,spring,240,2,up to half,Online TA,Transient
2016-03-02,2016-04-23,52,80.0,1,1,1,31-90d,spring,240,2,up to half,Online TA,Transient
2016-03-27,2016-04-23,27,85.0,2,1,1,8-30d,spring,240,2,over half,Online TA,Transient
2016-03-18,2016-04-23,36,85.33,2,1,1,31-90d,spring,240,2,over half,Online TA,Transient
2016-01-16,2016-04-23,98,73.0,2,3,1,91-180d,spring,240,2,up to half,Online TA,Transient
2016-01-08,2016-04-23,106,52.2,2,2,1,91-180d,spring,240,2,up to half,Online TA,Transient
2015-09-07,2016-04-23,229,52.2,2,4,1,181d+,spring,other,2,up to half,Offline TA/TO,Transient
2015-10-15,2016-04-23,191,101.7,2,4,1,181d+,spring,240,4+,up to half,Online TA,Transient
2015-09-18,2016-04-23,218,40.76,2,5,0,181d+,spring,156,2,up to half,Offline TA/TO,Transient
2016-02-03,2016-04-23,80,54.0,2,5,1,31-90d,spring,other,0-1,up to half,Offline TA/TO,Transient
2016-02-03,2016-04-23,80,54.0,2,5,1,31-90d,spring,other,0-1,up to half,Offline TA/TO,Transient
2015-09-14,2016-04-23,222,41.33,2,5,0,181d+,spring,156,2,up to half,Offline TA/TO,Transient
2016-01-11,2016-04-23,103,68.0,4,6,1,91-180d,spring,240,2,up to half,Online TA,Transient
2016-01-19,2016-04-23,95,47.0,4,10,1,91-180d,spring,other,2,up to half,Groups,Transient-Party
2016-01-19,2016-04-23,95,8.0,4,10,1,91-180d,spring,other,2,up to half,Groups,Transient-Party
2016-01-19,2016-04-23,95,47.0,4,10,1,91-180d,spring,other,2,up to half,Groups,Transient-Party
2016-01-19,2016-04-23,95,47.0,4,10,1,91-180d,spring,other,2,up to half,Groups,Transient-Party
2016-02-22,2016-04-24,62,52.56,2,2,1,31-90d,spring,314,0-1,up to half,Offline TA/TO,Transient
2016-03-09,2016-04-24,46,67.5,2,3,1,31-90d,spring,250,0-1,up to half,Direct,Transient
2016-03-13,2016-04-24,42,124.4,2,3,1,31-90d,spring,240,4+,up to half,Online TA,Transient
2016-01-26,2016-04-24,89,52.2,2,5,1,31-90d,spring,other,2,up to half,Offline TA/TO,Transient
2015-11-09,2016-04-24,167,56.95,2,5,0,91-180d,spring,40,2,up to half,Offline TA/TO,Transient
2016-02-12,2016-04-24,72,88.0,2,5,1,31-90d,spring,250,4+,up to half,Direct,Transient
2016-01-18,2016-04-25,98,58.0,1,0,1,91-180d,spring,240,2,over half,Online TA,Transient
2016-03-03,2016-04-25,53,58.0,1,2,1,31-90d,spring,240,2,up to half,Online TA,Transient
2016-01-06,2016-04-25,110,52.2,1,3,1,91-180d,spring,240,2,up to half,Online TA,Transient
2016-03-29,2016-04-25,27,85.0,1,3,1,8-30d,spring,240,2,up to half,Online TA,Transient
2016-02-29,2016-04-25,56,47.0,1,3,1,31-90d,spring,none,2,up to half,Offline TA/TO,Transient-Party
2016-01-23,2016-04-25,93,125.0,2,5,1,91-180d,spring,240,4+,up to half,Online TA,Transient
2016-01-23,2016-04-25,93,73.57,2,5,1,91-180d,spring,240,2,up to half,Online TA,Transient
2016-01-23,2016-04-25,93,113.57,2,5,1,91-180d,spring,240,4+,up to half,Online TA,Transient
2016-02-29,2016-04-25,56,47.0,1,3,1,31-90d,spring,none,2,up to half,Offline TA/TO,Transient-Party
2015-10-20,2016-04-26,189,46.0,0,2,0,181d+,spring,other,2,none,Groups,Transient
2015-10-20,2016-04-26,189,46.0,0,2,1,181d+,spring,other,2,none,Groups,Transient-Party
2015-10-20,2016-04-26,189,46.0,0,2,1,181d+,spring,other,2,none,Groups,Transient-Party
2015-10-20,2016-04-26,189,46.0,0,2,1,181d+,spring,other,2,none,Groups,Transient-Party
2015-10-20,2016-04-26,189,46.0,0,2,1,181d+,spring,other,2,none,Groups,Transient-Party
2015-10-20,2016-04-26,189,46.0,0,2,1,181d+,spring,other,2,none,Groups,Transient-Party
2015-10-20,2016-04-26,189,46.0,0,2,1,181d+,spring,other,2,none,Groups,Transient-Party
2015-10-20,2016-04-26,189,46.0,0,2,1,181d+,spring,other,2,none,Groups,Transient-Party
2015-10-20,2016-04-26,189,46.0,0,2,1,181d+,spring,other,2,none,Groups,Transient-Party
2015-10-20,2016-04-26,189,46.0,0,2,0,181d+,spring,other,2,none,Groups,Transient-Party
2015-10-20,2016-04-26,189,30.0,0,2,0,181d+,spring,other,0-1,none,Groups,Transient-Party
2015-10-20,2016-04-26,189,46.0,0,2,1,181d+,spring,other,2,none,Groups,Transient-Party
2015-10-20,2016-04-26,189,46.0,0,2,1,181d+,spring,other,2,none,Groups,Transient-Party
2015-10-20,2016-04-26,189,46.0,0,2,1,181d+,spring,other,2,none,Groups,Transient-Party
2015-10-20,2016-04-26,189,30.0,0,2,0,181d+,spring,other,0-1,none,Groups,Transient-Party
2015-10-20,2016-04-26,189,46.0,0,2,1,181d+,spring,other,2,none,Groups,Transient-Party
2015-10-20,2016-04-26,189,46.0,0,2,1,181d+,spring,other,2,none,Groups,Transient-Party
2015-10-20,2016-04-26,189,46.0,0,2,1,181d+,spring,other,2,none,Groups,Transient-Party
2016-03-30,2016-04-26,27,87.0,0,3,1,8-30d,spring,240,2,none,Online TA,Transient
2016-03-04,2016-04-26,53,80.0,0,3,1,31-90d,spring,240,2,none,Online TA,Transient
2016-03-31,2016-04-26,26,78.2,0,4,1,8-30d,spring,other,2,none,Offline TA/TO,Transient
2016-03-04,2016-04-26,53,95.0,2,6,1,31-90d,spring,240,2,up to half,Online TA,Transient
2015-10-30,2016-04-26,179,82.95,4,10,0,91-180d,spring,40,2,up to half,Offline TA/TO,Transient
2015-10-31,2016-04-27,179,52.2,0,2,1,91-180d,spring,240,2,none,Online TA,Transient
2016-01-29,2016-04-27,89,125.67,0,3,1,31-90d,spring,250,0-1,none,Direct,Transient
2016-01-27,2016-04-27,91,68.0,0,4,1,91-180d,spring,240,2,none,Online TA,Transient
2015-10-01,2016-04-27,209,79.2,2,5,1,181d+,spring,240,2,up to half,Online TA,Transient
2016-01-21,2016-04-27,97,83.7,2,5,1,91-180d,spring,other,2,up to half,Offline TA/TO,Transient
2015-10-10,2016-04-27,200,79.2,1,4,0,181d+,spring,240,2,up to half,Online TA,Transient
2016-02-22,2016-04-28,66,118.0,0,1,1,31-90d,spring,240,4+,none,Online TA,Transient
2016-01-06,2016-04-28,113,79.2,0,3,1,91-180d,spring,240,2,none,Online TA,Transient
2016-01-06,2016-04-28,113,79.2,0,3,1,91-180d,spring,240,2,none,Online TA,Transient
2015-10-05,2016-04-28,206,39.33,1,3,0,181d+,spring,156,2,up to half,Offline TA/TO,Transient
2016-03-16,2016-04-28,43,67.75,1,3,1,31-90d,spring,240,2,up to half,Online TA,Transient
2016-03-19,2016-04-29,41,65.0,0,1,1,31-90d,spring,240,2,none,Online TA,Transient
2016-02-24,2016-04-29,65,73.0,0,2,1,31-90d,spring,240,2,none,Online TA,Transient
2016-01-06,2016-04-29,114,52.2,0,2,1,91-180d,spring,240,2,none,Online TA,Transient
2016-03-26,2016-04-29,34,173.0,0,2,1,31-90d,spring,240,4+,none,Online TA,Transient
2016-01-18,2016-04-29,102,113.0,1,2,1,91-180d,spring,240,2,up to half,Online TA,Transient
2016-03-10,2016-04-29,50,62.4,1,2,1,31-90d,spring,250,0-1,up to half,Direct,Transient
2016-03-13,2016-04-29,47,74.33,1,2,1,31-90d,spring,240,2,up to half,Online TA,Transient
2015-10-13,2016-04-29,199,46.98,0,2,1,181d+,spring,240,2,none,Online TA,Transient
2016-01-06,2016-04-29,114,123.0,1,2,1,91-180d,spring,240,4+,up to half,Online TA,Transient
2016-01-19,2016-04-29,101,113.0,1,2,1,91-180d,spring,240,4+,up to half,Online TA,Transient
2016-03-29,2016-04-29,31,108.67,1,2,1,31-90d,spring,240,2,up to half,Online TA,Transient
2016-01-04,2016-04-29,116,120.33,1,2,1,91-180d,spring,240,3,up to half,Online TA,Transient
2016-03-31,2016-04-29,29,82.67,1,2,1,8-30d,spring,240,2,up to half,Online TA,Transient
2016-03-08,2016-04-29,52,95.0,2,2,1,31-90d,spring,240,2,up to half,Online TA,Transient
2015-12-04,2016-04-29,147,65.7,2,2,1,91-180d,spring,240,2,up to half,Online TA,Transient
2015-12-04,2016-04-29,147,65.7,2,2,1,91-180d,spring,240,2,up to half,Online TA,Transient
2016-01-19,2016-04-29,101,47.0,2,5,1,91-180d,spring,other,2,up to half,Groups,Transient-Party
2016-01-19,2016-04-29,101,47.0,2,5,1,91-180d,spring,other,2,up to half,Groups,Transient-Party
2016-01-19,2016-04-29,101,47.0,2,5,1,91-180d,spring,other,2,up to half,Groups,Transient-Party
2016-01-19,2016-04-29,101,47.0,2,5,1,91-180d,spring,other,2,up to half,Groups,Transient-Party
2016-01-19,2016-04-29,101,60.0,2,5,1,91-180d,spring,other,2,up to half,Groups,Transient-Party
2016-02-13,2016-04-29,76,88.0,2,6,1,31-90d,spring,none,2,up to half,Direct,Transient
2016-02-11,2016-04-29,78,40.0,2,7,1,31-90d,spring,other,2,up to half,Groups,Transient-Party
2015-11-24,2016-04-29,157,52.2,4,10,1,91-180d,spring,240,2,up to half,Online TA,Transient
2015-11-24,2016-04-29,157,79.2,4,10,1,91-180d,spring,240,2,up to half,Online TA,Transient
2015-11-24,2016-04-29,157,44.1,4,10,1,91-180d,spring,240,0-1,up to half,Online TA,Transient
2016-03-29,2016-04-30,32,82.5,0,1,1,31-90d,spring,250,2,none,Direct,Transient
2015-10-16,2016-04-30,197,85.0,1,1,0,181d+,spring,298,2,up to half,Groups,Transient-Party
2016-03-22,2016-04-30,39,86.0,1,1,1,31-90d,spring,298,2,up to half,Groups,Transient-Party
2016-03-30,2016-04-30,31,86.0,1,1,1,31-90d,spring,298,2,up to half,Groups,Transient-Party
2015-10-16,2016-04-30,197,85.0,1,1,0,181d+,spring,298,2,up to half,Groups,Transient-Party
2015-10-16,2016-04-30,197,85.0,1,1,0,181d+,spring,298,2,up to half,Groups,Transient-Party
2016-03-09,2016-04-30,52,77.5,1,1,1,31-90d,spring,240,2,up to half,Online TA,Transient
2015-10-16,2016-04-30,197,85.0,1,1,0,181d+,spring,298,2,up to half,Groups,Transient-Party
2016-03-16,2016-04-30,45,86.0,1,1,1,31-90d,spring,298,2,up to half,Groups,Transient-Party
2015-10-16,2016-04-30,197,85.0,1,1,0,181d+,spring,298,2,up to half,Groups,Transient-Party
2015-10-16,2016-04-30,197,85.0,1,1,1,181d+,spring,298,2,up to half,Groups,Transient-Party
2015-10-16,2016-04-30,197,85.0,1,1,1,181d+,spring,298,2,up to half,Groups,Transient-Party
2015-10-16,2016-04-30,197,85.0,1,1,0,181d+,spring,298,2,up to half,Groups,Transient-Party
2016-03-30,2016-04-30,31,86.0,1,1,1,31-90d,spring,298,2,up to half,Groups,Transient-Party
2015-11-04,2016-04-30,178,48.06,1,1,1,91-180d,spring,241,2,up to half,Online TA,Transient
2015-10-16,2016-04-30,197,85.0,1,1,0,181d+,spring,298,2,up to half,Groups,Transient-Party
2015-10-26,2016-04-30,187,52.2,2,2,1,181d+,spring,240,2,up to half,Online TA,Transient
2015-10-26,2016-04-30,187,44.1,2,2,1,181d+,spring,240,0-1,up to half,Online TA,Transient
2015-10-26,2016-04-30,187,52.2,2,2,1,181d+,spring,240,2,up to half,Online TA,Transient
2016-03-29,2016-04-30,32,93.57,2,5,1,31-90d,spring,240,2,up to half,Online TA,Transient
2015-11-11,2016-04-30,171,64.83,2,5,0,91-180d,spring,40,2,up to half,Offline TA/TO,Contract
